------------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                         CPU time        CUDA time            Calls        CPU total       CUDA total
------------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
empty                                        11.271us          2.000us                1         11.271us          2.000us
cudnn_convolution                           152.860us       2479.500us                1        152.860us       2479.500us
add_                                         50.818us          8.000us                1         50.818us          8.000us
batch_norm                                  190.452us        622.500us                1        190.452us        622.500us
_batch_norm_impl_index                      176.151us        620.000us                1        176.151us        620.000us
contiguous                                    6.623us          2.000us                1          6.623us          2.000us
contiguous                                    5.111us          1.500us                1          5.111us          1.500us
contiguous                                    5.152us          1.500us                1          5.152us          1.500us
contiguous                                    4.549us          1.500us                1          4.549us          1.500us
contiguous                                    4.582us          1.500us                1          4.582us          1.500us
cudnn_batch_norm                            103.515us        600.500us                1        103.515us        600.500us
threshold_                                   50.791us         75.500us                1         50.791us         75.500us
max_pool2d_with_indices                      58.488us         90.500us                1         58.488us         90.500us
to                                        11388.783us       1990.500us                1      11388.783us       1990.500us
empty                                        37.862us          1.500us                1         37.862us          1.500us
to                                          573.199us        568.500us                1        573.199us        568.500us
empty                                        20.304us         21.000us                1         20.304us         21.000us
torch::autograd::GraphRoot                   13.474us          6.500us                1         13.474us          6.500us
MaxPool2DWithIndicesBackward                106.184us        252.000us                1        106.184us        252.000us
max_pool2d_with_indices_backward             70.337us        229.500us                1         70.337us        229.500us
ThresholdBackward1                           87.456us        103.000us                1         87.456us        103.000us
threshold_backward                           61.159us         99.000us                1         61.159us         99.000us
CudnnBatchNormBackward                      156.320us        620.000us                1        156.320us        620.000us
contiguous                                    7.674us          7.000us                1          7.674us          7.000us
cudnn_batch_norm_backward                   101.390us        578.500us                1        101.390us        578.500us
torch::autograd::AccumulateGrad              42.250us         31.000us                1         42.250us         31.000us
torch::autograd::AccumulateGrad              27.093us         31.500us                1         27.093us         31.500us
CudnnConvolutionBackward                    640.976us       3814.500us                1        640.976us       3814.500us
cudnn_convolution_backward                  615.549us       3812.000us                1        615.549us       3812.000us
torch::autograd::AccumulateGrad              43.010us         34.500us                1         43.010us         34.500us
torch::autograd::AccumulateGrad              27.983us         35.000us                1         27.983us         35.000us
ThresholdBackward1                           69.740us        103.500us                1         69.740us        103.500us
threshold_backward                           50.580us        100.500us                1         50.580us        100.500us
CudnnBatchNormBackward                      150.270us        493.000us                1        150.270us        493.000us
contiguous                                    7.307us          1.500us                1          7.307us          1.500us
cudnn_batch_norm_backward                    94.843us        486.000us                1         94.843us        486.000us
torch::autograd::AccumulateGrad              39.854us         38.500us                1         39.854us         38.500us
torch::autograd::AccumulateGrad              25.874us         34.500us                1         25.874us         34.500us
CudnnConvolutionBackward                    589.812us       2587.000us                1        589.812us       2587.000us
cudnn_convolution_backward                  564.926us       2584.000us                1        564.926us       2584.000us
torch::autograd::AccumulateGrad              40.123us         33.500us                1         40.123us         33.500us
torch::autograd::AccumulateGrad              26.450us         33.500us                1         26.450us         33.500us
MaxPool2DWithIndicesBackward                 81.967us        370.000us                1         81.967us        370.000us
max_pool2d_with_indices_backward             60.097us        366.500us                1         60.097us        366.500us
ThresholdBackward1                           70.667us        218.000us                1         70.667us        218.000us
threshold_backward                           53.176us        215.500us                1         53.176us        215.500us
CudnnBatchNormBackward                      148.700us       1216.500us                1        148.700us       1216.500us
contiguous                                    7.310us          1.500us                1          7.310us          1.500us
cudnn_batch_norm_backward                    94.603us       1210.000us                1         94.603us       1210.000us
torch::autograd::AccumulateGrad              39.923us         32.500us                1         39.923us         32.500us
torch::autograd::AccumulateGrad              69.960us         32.500us                1         69.960us         32.500us
CudnnConvolutionBackward                   1394.042us       5599.000us                1       1394.042us       5599.000us
cudnn_convolution_backward                 1367.101us       5595.500us                1       1367.101us       5595.500us
torch::autograd::AccumulateGrad              42.857us          8.500us                1         42.857us          8.500us
torch::autograd::AccumulateGrad              26.334us          6.000us                1         26.334us          6.000us
ThresholdBackward1                           68.866us        192.500us                1         68.866us        192.500us
threshold_backward                           49.757us        189.500us                1         49.757us        189.500us
CudnnBatchNormBackward                      152.434us       1269.000us                1        152.434us       1269.000us
contiguous                                    7.157us          1.500us                1          7.157us          1.500us
cudnn_batch_norm_backward                    94.527us       1263.000us                1         94.527us       1263.000us
torch::autograd::AccumulateGrad              38.537us          6.500us                1         38.537us          6.500us
torch::autograd::AccumulateGrad              26.759us          5.500us                1         26.759us          5.500us
CudnnConvolutionBackward                    258.289us       1001.500us                1        258.289us       1001.500us
cudnn_convolution_backward                  232.866us        998.500us                1        232.866us        998.500us
torch::autograd::AccumulateGrad              42.073us          6.500us                1         42.073us          6.500us
torch::autograd::AccumulateGrad              25.780us          6.000us                1         25.780us          6.000us
HookFuncBackward                             23.900us          1.500us                1         23.900us          1.500us
torch::autograd::AccumulateGrad              71.580us         15.500us                1         71.580us         15.500us
clone                                        57.633us         11.500us                1         57.633us         11.500us
to                                        13035.555us        100.000us                1      13035.555us        100.000us
empty                                        22.337us          1.500us                1         22.337us          1.500us
is_floating_point                             5.194us          4.500us                1          5.194us          4.500us
HookFunc                                     81.968us         81.500us                1         81.968us         81.500us
view_as                                      39.886us         39.500us                1         39.886us         39.500us
view                                         26.997us         28.000us                1         26.997us         28.000us
conv2d                                      295.031us        677.000us                1        295.031us        677.000us
convolution                                 281.212us        669.000us                1        281.212us        669.000us
_convolution                                269.731us        660.500us                1        269.731us        660.500us
contiguous                                    6.940us          6.500us                1          6.940us          6.500us
empty                                        11.183us         10.500us                1         11.183us         10.500us
cudnn_convolution                           201.785us        614.500us                1        201.785us        614.500us
add_                                         58.207us          8.500us                1         58.207us          8.500us
batch_norm                                  193.868us       1546.500us                1        193.868us       1546.500us
_batch_norm_impl_index                      178.923us       1543.500us                1        178.923us       1543.500us
contiguous                                    6.803us          1.500us                1          6.803us          1.500us
contiguous                                    4.622us          2.000us                1          4.622us          2.000us
contiguous                                    4.449us          1.500us                1          4.449us          1.500us
contiguous                                    4.566us          2.000us                1          4.566us          2.000us
contiguous                                    5.062us          1.500us                1          5.062us          1.500us
cudnn_batch_norm                            110.311us       1523.000us                1        110.311us       1523.000us
threshold_                                   57.688us        143.000us                1         57.688us        143.000us
conv2d                                      230.551us       3135.000us                1        230.551us       3135.000us
convolution                                 217.214us       3132.000us                1        217.214us       3132.000us
_convolution                                205.440us       3128.500us                1        205.440us       3128.500us
contiguous                                    6.091us          2.000us                1          6.091us          2.000us
empty                                        11.349us          1.500us                1         11.349us          1.500us
cudnn_convolution                           152.222us       3118.000us                1        152.222us       3118.000us
add_                                         51.551us          7.500us                1         51.551us          7.500us
batch_norm                                  190.942us       1550.000us                1        190.942us       1550.000us
_batch_norm_impl_index                      176.495us       1546.500us                1        176.495us       1546.500us
contiguous                                    6.821us          2.000us                1          6.821us          2.000us
contiguous                                    5.083us          2.000us                1          5.083us          2.000us
contiguous                                    4.732us          1.500us                1          4.732us          1.500us
contiguous                                    5.006us          1.500us                1          5.006us          1.500us
contiguous                                    5.403us          2.000us                1          5.403us          2.000us
cudnn_batch_norm                            104.746us       1526.500us                1        104.746us       1526.500us
threshold_                                   55.360us        142.000us                1         55.360us        142.000us
max_pool2d_with_indices                      63.634us        173.000us                1         63.634us        173.000us
conv2d                                      234.674us       1340.000us                1        234.674us       1340.000us
convolution                                 221.698us       1336.500us                1        221.698us       1336.500us
_convolution                                209.351us       1333.500us                1        209.351us       1333.500us
contiguous                                    6.528us          2.000us                1          6.528us          2.000us
empty                                        10.823us          1.500us                1         10.823us          1.500us
cudnn_convolution                           156.392us       1323.000us                1        156.392us       1323.000us
add_                                         51.968us          8.500us                1         51.968us          8.500us
batch_norm                                  187.731us        629.000us                1        187.731us        629.000us
_batch_norm_impl_index                      173.365us        626.000us                1        173.365us        626.000us
contiguous                                    6.631us          1.500us                1          6.631us          1.500us
contiguous                                    4.480us          1.500us                1          4.480us          1.500us
contiguous                                    5.208us          1.500us                1          5.208us          1.500us
contiguous                                    5.023us          2.000us                1          5.023us          2.000us
contiguous                                    4.566us          2.000us                1          4.566us          2.000us
cudnn_batch_norm                            104.292us        605.000us                1        104.292us        605.000us
threshold_                                   52.383us         75.000us                1         52.383us         75.000us
conv2d                                      232.285us       2492.000us                1        232.285us       2492.000us
convolution                                 219.054us       2488.500us                1        219.054us       2488.500us
_convolution                                207.648us       2485.500us                1        207.648us       2485.500us
contiguous                                    6.511us          1.500us                1          6.511us          1.500us
empty                                        11.526us          2.000us                1         11.526us          2.000us
cudnn_convolution                           155.379us       2475.500us                1        155.379us       2475.500us
add_                                         50.477us          8.000us                1         50.477us          8.000us
batch_norm                                  183.858us        631.000us                1        183.858us        631.000us
_batch_norm_impl_index                      169.914us        627.000us                1        169.914us        627.000us
contiguous                                    6.493us          1.500us                1          6.493us          1.500us
contiguous                                    4.605us          1.500us                1          4.605us          1.500us
contiguous                                    4.502us          2.000us                1          4.502us          2.000us
contiguous                                    5.369us          1.500us                1          5.369us          1.500us
contiguous                                    4.668us          1.500us                1          4.668us          1.500us
cudnn_batch_norm                            101.861us        608.000us                1        101.861us        608.000us
threshold_                                   51.660us         74.500us                1         51.660us         74.500us
max_pool2d_with_indices                      58.469us         92.500us                1         58.469us         92.500us
to                                         9839.348us        490.500us                1       9839.348us        490.500us
empty                                        19.422us          2.000us                1         19.422us          2.000us
to                                          607.263us        601.500us                1        607.263us        601.500us
empty                                        53.283us         54.000us                1         53.283us         54.000us
torch::autograd::GraphRoot                   12.607us          6.000us                1         12.607us          6.000us
MaxPool2DWithIndicesBackward                 93.023us        250.000us                1         93.023us        250.000us
max_pool2d_with_indices_backward             58.846us        228.500us                1         58.846us        228.500us
ThresholdBackward1                           91.553us        101.500us                1         91.553us        101.500us
threshold_backward                           60.970us         98.500us                1         60.970us         98.500us
CudnnBatchNormBackward                      156.810us        501.000us                1        156.810us        501.000us
contiguous                                    7.480us          1.500us                1          7.480us          1.500us
cudnn_batch_norm_backward                    99.404us        494.000us                1         99.404us        494.000us
torch::autograd::AccumulateGrad              44.170us         31.000us                1         44.170us         31.000us
torch::autograd::AccumulateGrad              26.847us         31.000us                1         26.847us         31.000us
CudnnConvolutionBackward                    618.215us       3786.000us                1        618.215us       3786.000us
cudnn_convolution_backward                  593.109us       3783.000us                1        593.109us       3783.000us
torch::autograd::AccumulateGrad              39.743us         34.500us                1         39.743us         34.500us
torch::autograd::AccumulateGrad              26.314us         34.500us                1         26.314us         34.500us
ThresholdBackward1                           66.957us        131.000us                1         66.957us        131.000us
threshold_backward                           48.367us        127.500us                1         48.367us        127.500us
CudnnBatchNormBackward                      156.049us        488.000us                1        156.049us        488.000us
contiguous                                    7.297us          1.500us                1          7.297us          1.500us
cudnn_batch_norm_backward                    96.876us        481.500us                1         96.876us        481.500us
torch::autograd::AccumulateGrad              39.324us         35.500us                1         39.324us         35.500us
torch::autograd::AccumulateGrad              26.750us         34.500us                1         26.750us         34.500us
CudnnConvolutionBackward                    590.109us       2672.000us                1        590.109us       2672.000us
cudnn_convolution_backward                  565.365us       2669.000us                1        565.365us       2669.000us
torch::autograd::AccumulateGrad              39.810us         32.500us                1         39.810us         32.500us
torch::autograd::AccumulateGrad              26.240us         32.500us                1         26.240us         32.500us
MaxPool2DWithIndicesBackward                 85.127us        363.500us                1         85.127us        363.500us
max_pool2d_with_indices_backward             50.873us        360.500us                1         50.873us        360.500us
ThresholdBackward1                           73.836us        217.000us                1         73.836us        217.000us
threshold_backward                           56.726us        213.500us                1         56.726us        213.500us
CudnnBatchNormBackward                      144.924us       1242.500us                1        144.924us       1242.500us
contiguous                                    7.244us          1.500us                1          7.244us          1.500us
cudnn_batch_norm_backward                    91.287us       1235.500us                1         91.287us       1235.500us
torch::autograd::AccumulateGrad              38.806us         31.500us                1         38.806us         31.500us
torch::autograd::AccumulateGrad              25.214us         31.500us                1         25.214us         31.500us
CudnnConvolutionBackward                   1441.805us       5622.000us                1       1441.805us       5622.000us
cudnn_convolution_backward                 1415.569us       5619.000us                1       1415.569us       5619.000us
torch::autograd::AccumulateGrad              41.830us          9.000us                1         41.830us          9.000us
torch::autograd::AccumulateGrad              28.340us          6.000us                1         28.340us          6.000us
ThresholdBackward1                           87.400us        191.000us                1         87.400us        191.000us
threshold_backward                           67.630us        188.000us                1         67.630us        188.000us
CudnnBatchNormBackward                      151.763us       1272.500us                1        151.763us       1272.500us
contiguous                                    8.227us          2.000us                1          8.227us          2.000us
cudnn_batch_norm_backward                    95.517us       1265.500us                1         95.517us       1265.500us
torch::autograd::AccumulateGrad              41.163us          7.000us                1         41.163us          7.000us
torch::autograd::AccumulateGrad              26.140us          5.500us                1         26.140us          5.500us
CudnnConvolutionBackward                    246.059us       1002.000us                1        246.059us       1002.000us
cudnn_convolution_backward                  220.730us        999.000us                1        220.730us        999.000us
torch::autograd::AccumulateGrad              40.123us          6.500us                1         40.123us          6.500us
torch::autograd::AccumulateGrad              26.386us          6.000us                1         26.386us          6.000us
HookFuncBackward                             25.157us          1.500us                1         25.157us          1.500us
torch::autograd::AccumulateGrad              69.516us         17.500us                1         69.516us         17.500us
clone                                        55.696us         14.000us                1         55.696us         14.000us
to                                        13232.948us         98.500us                1      13232.948us         98.500us
empty                                        17.370us          1.500us                1         17.370us          1.500us
is_floating_point                             5.068us          5.000us                1          5.068us          5.000us
HookFunc                                     78.954us         79.000us                1         78.954us         79.000us
view_as                                      37.628us         37.000us                1         37.628us         37.000us
view                                         25.746us         26.000us                1         25.746us         26.000us
conv2d                                      269.191us        665.000us                1        269.191us        665.000us
convolution                                 255.849us        656.000us                1        255.849us        656.000us
_convolution                                244.425us        647.500us                1        244.425us        647.500us
contiguous                                    6.754us          6.500us                1          6.754us          6.500us
empty                                        11.363us         10.500us                1         11.363us         10.500us
cudnn_convolution                           189.329us        603.500us                1        189.329us        603.500us
add_                                         56.271us          8.500us                1         56.271us          8.500us
batch_norm                                  206.826us       1577.500us                1        206.826us       1577.500us
_batch_norm_impl_index                      191.717us       1574.000us                1        191.717us       1574.000us
contiguous                                    7.246us          1.500us                1          7.246us          1.500us
contiguous                                    4.912us          1.500us                1          4.912us          1.500us
contiguous                                    4.766us          1.000us                1          4.766us          1.000us
contiguous                                    4.606us          1.500us                1          4.606us          1.500us
contiguous                                    4.483us          1.500us                1          4.483us          1.500us
cudnn_batch_norm                            122.188us       1554.000us                1        122.188us       1554.000us
threshold_                                   57.665us        142.000us                1         57.665us        142.000us
conv2d                                      233.968us       3143.000us                1        233.968us       3143.000us
convolution                                 220.926us       3140.000us                1        220.926us       3140.000us
_convolution                                208.778us       3137.000us                1        208.778us       3137.000us
contiguous                                    5.963us          2.000us                1          5.963us          2.000us
empty                                        11.394us          1.500us                1         11.394us          1.500us
cudnn_convolution                           156.606us       3126.500us                1        156.606us       3126.500us
add_                                         51.766us          8.500us                1         51.766us          8.500us
batch_norm                                  186.366us       1543.500us                1        186.366us       1543.500us
_batch_norm_impl_index                      172.162us       1540.500us                1        172.162us       1540.500us
contiguous                                    6.460us          2.000us                1          6.460us          2.000us
contiguous                                    5.126us          1.500us                1          5.126us          1.500us
contiguous                                    4.749us          2.000us                1          4.749us          2.000us
contiguous                                    4.597us          1.500us                1          4.597us          1.500us
contiguous                                    4.475us          2.000us                1          4.475us          2.000us
cudnn_batch_norm                            104.459us       1521.000us                1        104.459us       1521.000us
threshold_                                   52.622us        142.000us                1         52.622us        142.000us
max_pool2d_with_indices                      63.249us        172.000us                1         63.249us        172.000us
conv2d                                      234.563us       1332.500us                1        234.563us       1332.500us
convolution                                 221.542us       1329.500us                1        221.542us       1329.500us
_convolution                                209.865us       1326.000us                1        209.865us       1326.000us
contiguous                                    6.671us          1.500us                1          6.671us          1.500us
empty                                        11.106us          1.500us                1         11.106us          1.500us
cudnn_convolution                           157.634us       1316.000us                1        157.634us       1316.000us
add_                                         53.026us          8.500us                1         53.026us          8.500us
batch_norm                                  184.685us        624.500us                1        184.685us        624.500us
_batch_norm_impl_index                      170.266us        621.000us                1        170.266us        621.000us
contiguous                                    6.508us          1.500us                1          6.508us          1.500us
contiguous                                    4.371us          2.000us                1          4.371us          2.000us
contiguous                                    4.496us          2.000us                1          4.496us          2.000us
contiguous                                    4.877us          1.500us                1          4.877us          1.500us
contiguous                                    4.951us          1.500us                1          4.951us          1.500us
cudnn_batch_norm                            102.077us        600.500us                1        102.077us        600.500us
threshold_                                   53.664us         75.500us                1         53.664us         75.500us
conv2d                                      229.048us       2496.000us                1        229.048us       2496.000us
convolution                                 216.163us       2493.000us                1        216.163us       2493.000us
_convolution                                204.883us       2489.500us                1        204.883us       2489.500us
contiguous                                    5.666us          1.500us                1          5.666us          1.500us
empty                                        11.535us          2.000us                1         11.535us          2.000us
cudnn_convolution                           153.512us       2480.000us                1        153.512us       2480.000us
add_                                         50.443us          8.500us                1         50.443us          8.500us
batch_norm                                  183.966us        630.000us                1        183.966us        630.000us
_batch_norm_impl_index                      169.731us        626.500us                1        169.731us        626.500us
contiguous                                    6.349us          1.500us                1          6.349us          1.500us
contiguous                                    4.843us          1.000us                1          4.843us          1.000us
contiguous                                    4.977us          1.500us                1          4.977us          1.500us
contiguous                                    4.803us          2.000us                1          4.803us          2.000us
contiguous                                    5.054us          1.500us                1          5.054us          1.500us
cudnn_batch_norm                             99.374us        606.500us                1         99.374us        606.500us
threshold_                                   53.037us         74.500us                1         53.037us         74.500us
max_pool2d_with_indices                      62.872us         93.000us                1         62.872us         93.000us
to                                        11367.061us       1985.000us                1      11367.061us       1985.000us
empty                                        34.731us          2.000us                1         34.731us          2.000us
to                                          582.677us        578.000us                1        582.677us        578.000us
empty                                        31.287us         31.000us                1         31.287us         31.000us
torch::autograd::GraphRoot                   12.907us          6.000us                1         12.907us          6.000us
MaxPool2DWithIndicesBackward                110.373us        252.000us                1        110.373us        252.000us
max_pool2d_with_indices_backward             75.363us        230.500us                1         75.363us        230.500us
ThresholdBackward1                           78.754us        101.500us                1         78.754us        101.500us
threshold_backward                           60.640us         98.500us                1         60.640us         98.500us
CudnnBatchNormBackward                      152.876us        508.000us                1        152.876us        508.000us
contiguous                                    7.377us          1.500us                1          7.377us          1.500us
cudnn_batch_norm_backward                    97.786us        502.000us                1         97.786us        502.000us
torch::autograd::AccumulateGrad              41.480us         31.500us                1         41.480us         31.500us
torch::autograd::AccumulateGrad              26.277us         31.000us                1         26.277us         31.000us
CudnnConvolutionBackward                    618.969us       3813.000us                1        618.969us       3813.000us
cudnn_convolution_backward                  594.149us       3810.000us                1        594.149us       3810.000us
torch::autograd::AccumulateGrad              40.943us         35.000us                1         40.943us         35.000us
torch::autograd::AccumulateGrad              25.980us         35.500us                1         25.980us         35.500us
ThresholdBackward1                           85.064us        103.500us                1         85.064us        103.500us
threshold_backward                           65.370us        100.500us                1         65.370us        100.500us
CudnnBatchNormBackward                      151.393us        513.000us                1        151.393us        513.000us
contiguous                                    7.880us          2.000us                1          7.880us          2.000us
cudnn_batch_norm_backward                    96.066us        507.000us                1         96.066us        507.000us
torch::autograd::AccumulateGrad              38.536us         34.500us                1         38.536us         34.500us
torch::autograd::AccumulateGrad              28.413us         35.000us                1         28.413us         35.000us
CudnnConvolutionBackward                    569.350us       2663.500us                1        569.350us       2663.500us
cudnn_convolution_backward                  545.939us       2661.000us                1        545.939us       2661.000us
torch::autograd::AccumulateGrad              38.556us         33.500us                1         38.556us         33.500us
torch::autograd::AccumulateGrad              25.936us         33.500us                1         25.936us         33.500us
MaxPool2DWithIndicesBackward                 66.060us        375.000us                1         66.060us        375.000us
max_pool2d_with_indices_backward             45.240us        372.000us                1         45.240us        372.000us
ThresholdBackward1                           78.440us        220.000us                1         78.440us        220.000us
threshold_backward                           61.470us        216.500us                1         61.470us        216.500us
CudnnBatchNormBackward                      141.330us       1245.000us                1        141.330us       1245.000us
contiguous                                    6.690us          1.500us                1          6.690us          1.500us
cudnn_batch_norm_backward                    92.343us       1239.000us                1         92.343us       1239.000us
torch::autograd::AccumulateGrad              41.123us         32.000us                1         41.123us         32.000us
torch::autograd::AccumulateGrad              25.854us         33.000us                1         25.854us         33.000us
CudnnConvolutionBackward                   1409.944us       5567.000us                1       1409.944us       5567.000us
cudnn_convolution_backward                 1385.329us       5563.500us                1       1385.329us       5563.500us
torch::autograd::AccumulateGrad              41.147us          9.500us                1         41.147us          9.500us
torch::autograd::AccumulateGrad              25.476us          6.000us                1         25.476us          6.000us
ThresholdBackward1                           67.677us        191.500us                1         67.677us        191.500us
threshold_backward                           48.454us        188.500us                1         48.454us        188.500us
CudnnBatchNormBackward                      147.753us       1211.500us                1        147.753us       1211.500us
contiguous                                    7.007us          2.000us                1          7.007us          2.000us
cudnn_batch_norm_backward                    92.786us       1205.000us                1         92.786us       1205.000us
torch::autograd::AccumulateGrad              38.176us          6.500us                1         38.176us          6.500us
torch::autograd::AccumulateGrad              24.963us          6.000us                1         24.963us          6.000us
CudnnConvolutionBackward                    231.746us       1007.000us                1        231.746us       1007.000us
cudnn_convolution_backward                  208.063us       1004.500us                1        208.063us       1004.500us
torch::autograd::AccumulateGrad              38.133us          6.500us                1         38.133us          6.500us
torch::autograd::AccumulateGrad              26.993us          5.500us                1         26.993us          5.500us
HookFuncBackward                             23.309us          2.000us                1         23.309us          2.000us
torch::autograd::AccumulateGrad              67.110us         16.000us                1         67.110us         16.000us
clone                                        53.354us         12.500us                1         53.354us         12.500us
to                                        13225.656us         93.500us                1      13225.656us         93.500us
empty                                        21.423us          1.500us                1         21.423us          1.500us
is_floating_point                             5.357us          5.000us                1          5.357us          5.000us
HookFunc                                     77.626us         76.000us                1         77.626us         76.000us
view_as                                      37.342us         35.500us                1         37.342us         35.500us
view                                         25.874us         26.000us                1         25.874us         26.000us
conv2d                                      282.351us        668.500us                1        282.351us        668.500us
convolution                                 269.003us        660.000us                1        269.003us        660.000us
_convolution                                257.730us        652.000us                1        257.730us        652.000us
contiguous                                    6.634us          6.500us                1          6.634us          6.500us
empty                                        11.025us         11.500us                1         11.025us         11.500us
cudnn_convolution                           203.311us        606.000us                1        203.311us        606.000us
add_                                         55.809us          8.000us                1         55.809us          8.000us
batch_norm                                  188.763us       1547.000us                1        188.763us       1547.000us
_batch_norm_impl_index                      174.811us       1543.000us                1        174.811us       1543.000us
contiguous                                    6.517us          1.500us                1          6.517us          1.500us
contiguous                                    5.274us          1.500us                1          5.274us          1.500us
contiguous                                    4.312us          2.000us                1          4.312us          2.000us
contiguous                                    4.377us          1.500us                1          4.377us          1.500us
contiguous                                    4.434us          1.000us                1          4.434us          1.000us
cudnn_batch_norm                            107.911us       1523.500us                1        107.911us       1523.500us
threshold_                                   55.395us        142.500us                1         55.395us        142.500us
conv2d                                      223.160us       3150.000us                1        223.160us       3150.000us
convolution                                 210.640us       3146.500us                1        210.640us       3146.500us
_convolution                                199.205us       3143.500us                1        199.205us       3143.500us
contiguous                                    5.643us          1.500us                1          5.643us          1.500us
empty                                        11.155us          1.500us                1         11.155us          1.500us
cudnn_convolution                           149.043us       3133.500us                1        149.043us       3133.500us
add_                                         52.709us          8.000us                1         52.709us          8.000us
batch_norm                                  181.817us       1553.500us                1        181.817us       1553.500us
_batch_norm_impl_index                      167.800us       1550.500us                1        167.800us       1550.500us
contiguous                                    6.417us          2.000us                1          6.417us          2.000us
contiguous                                    5.248us          2.000us                1          5.248us          2.000us
contiguous                                    4.208us          1.500us                1          4.208us          1.500us
contiguous                                    4.749us          2.500us                1          4.749us          2.500us
contiguous                                    4.457us          1.000us                1          4.457us          1.000us
cudnn_batch_norm                            100.563us       1530.500us                1        100.563us       1530.500us
threshold_                                   52.517us        143.500us                1         52.517us        143.500us
max_pool2d_with_indices                      61.717us        172.000us                1         61.717us        172.000us
conv2d                                      224.431us       1322.000us                1        224.431us       1322.000us
convolution                                 212.391us       1318.500us                1        212.391us       1318.500us
_convolution                                201.326us       1315.000us                1        201.326us       1315.000us
contiguous                                    6.095us          1.500us                1          6.095us          1.500us
empty                                        10.648us          2.000us                1         10.648us          2.000us
